"X","Bintang","Pengguna","Komen","Tanggal"
864,"Rated 5 stars out of five stars","Adzinta Umara","semoga selalu banyak promo yaa...very helpful",2019-08-16
865,"Rated 5 stars out of five stars","Jerry Luntung","Cari buah2an jadi lebih gampang TOP",2019-07-10
866,"Rated 4 stars out of five stars","Yehezkiel Ezra Juliano Rotty","di Surabaya dong 😁😁🙏🙏",2019-08-14
867,"Rated 5 stars out of five stars","black kreebo","Nice app .. brg bagus harga murah",2019-09-28
868,"Rated 5 stars out of five stars","Veros Alvariz","belanja sayur , mudah , murah, fresh and cheap!",2019-08-07
869,"Rated 5 stars out of five stars","witri suryanti","ok..mantullll",2019-08-10
870,"Rated 5 stars out of five stars","dea ajeng inten","semua fresh akan jadi langganan😃",2019-08-13
871,"Rated 5 stars out of five stars","Rindhy Utami Muris","super great dan mempermudah banget",2019-08-10
872,"Rated 5 stars out of five stars","martha dahliawati","Lebih simple langsung sampe rumah",2019-09-08
873,"Rated 5 stars out of five stars","Pratita Kusuma","sip bgt",2019-07-19
874,"Rated 5 stars out of five stars","M Irene","sangat baik",2019-08-09
875,"Rated 5 stars out of five stars","syarif hidayatullah","sangat membantu",2019-08-16
876,"Rated 5 stars out of five stars","Muhammad Riza","sangat membantu",2019-08-20
877,"Rated 5 stars out of five stars","Nunik Pujiani","buahnya bagus2",2019-08-30
878,"Rated 5 stars out of five stars","Tieka Kartika","Membantu bgt",2019-09-09
879,"Rated 5 stars out of five stars","mila ahgase","Thank you",2019-09-09
880,"Rated 5 stars out of five stars","yaniie pandaa","Thankyou sayurbox",2019-09-24
881,"Rated 4 stars out of five stars","Deka Kusumawardani","Pelayanan bagus",2019-09-29
882,"Rated 5 stars out of five stars","Zul Fahmi","Sangat membantu",2019-10-03
883,"Rated 5 stars out of five stars","Deuis Ganiati","Saladnya eunakkkkkk",2019-10-09
884,"Rated 5 stars out of five stars","Siti Zubaidah","Ok bgt",2019-10-15
885,"Rated 4 stars out of five stars","yuanita wulandari","Sering hang",2019-10-21
886,"Rated 2 stars out of five stars","Hardiant Rahmat","Wav N",2020-03-07
887,"Rated 5 stars out of five stars","Amoed Oke","sangat sangat membantu",2019-08-18
888,"Rated 5 stars out of five stars","asriyanti winda","good application!",2019-07-15
889,"Rated 5 stars out of five stars","nirmala soedradjat","Good service!!",2019-08-21
890,"Rated 5 stars out of five stars","Lisa Basry","Semuanya fresh diterima",2019-09-06
891,"Rated 5 stars out of five stars","Tri Miranti","oke",2019-07-15
892,"Rated 5 stars out of five stars","yodam moux","kerennn",2019-07-15
893,"Rated 5 stars out of five stars","Ika Farida","terbaik",2019-07-31
894,"Rated 5 stars out of five stars","sahara khoirunnisa","gooooddd",2019-07-29
895,"Rated 5 stars out of five stars","nurul asna kurniawati","ok",2019-08-06
896,"Rated 5 stars out of five stars","Hery Prasetio","Segerrrr",2019-08-21
897,"Rated 5 stars out of five stars","Liana Wati","ok",2019-08-16
898,"Rated 5 stars out of five stars","Christian Aris","Ok",2019-08-26
899,"Rated 5 stars out of five stars","Diastry Winanda","Ok",2019-08-29
900,"Rated 5 stars out of five stars","Sabrina Natalia Sitorus","Ok",2019-08-29
901,"Rated 5 stars out of five stars","Rizki Yulian","Oke",2019-09-06
902,"Rated 5 stars out of five stars","Aulia Sharfina","Mantul",2019-09-06
903,"Rated 5 stars out of five stars","nastasya indriani","Ok",2019-09-12
904,"Rated 5 stars out of five stars","Stenly Valentino Theo","Mantapppp",2019-09-20
905,"Rated 5 stars out of five stars","nunk Q","recoment",2019-09-26
906,"Rated 5 stars out of five stars","sri mulyaningsih","Trims",2019-10-03
907,"Rated 5 stars out of five stars","Irwan Davis10","Oke",2019-10-08
908,"Rated 5 stars out of five stars","Paul Soselisa","clear",2019-10-20
909,"Rated 5 stars out of five stars","Risti Laily","great apps,",2019-07-30
910,"Rated 5 stars out of five stars","CJ XingXing","👍👍👍👍👍👍",2019-08-06
911,"Rated 5 stars out of five stars","rindiatmoko supardi","Good apps,",2019-09-19
912,"Rated 5 stars out of five stars","Inggrit Harf","👍👍👍👍👍",2019-09-12
913,"Rated 5 stars out of five stars","Joefi Andini","Great!",2019-10-03
914,"Rated 5 stars out of five stars","dita osrianti12","Great!!!",2019-08-27
915,"Rated 5 stars out of five stars","indah dwi kartika","good app",2019-07-30
916,"Rated 5 stars out of five stars","joni anwar","good apps",2019-07-18
917,"Rated 5 stars out of five stars","Yuli Supriatin","good quality",2019-07-22
918,"Rated 5 stars out of five stars","Franita Puhan","great apps",2019-10-07
919,"Rated 5 stars out of five stars","Fifi Ariyadi","so helpful",2019-07-28
920,"Rated 5 stars out of five stars","Listy Rizkia","really useful",2019-08-08
921,"Rated 5 stars out of five stars","Lov ita","nice service",2019-08-07
922,"Rated 5 stars out of five stars","Avika Dwi Cahyaningsih","Great apps",2019-08-08
923,"Rated 5 stars out of five stars","Difa Febriyanti","verry nice",2019-08-12
924,"Rated 5 stars out of five stars","Arti Winarni","user friendly",2019-08-13
925,"Rated 5 stars out of five stars","Aldia Zakiyatul Miskiyah","Great service",2019-08-13
926,"Rated 5 stars out of five stars","cclovenutz","Great service",2019-08-24
927,"Rated 5 stars out of five stars","Ricky Jayaputra","Good application",2019-08-22
928,"Rated 5 stars out of five stars","syara dianita","Good app",2019-08-20
929,"Rated 5 stars out of five stars","Titut Afriani","User friendly",2019-08-26
930,"Rated 5 stars out of five stars","Diah Ayu Ciptarani","Good apps",2019-09-01
931,"Rated 5 stars out of five stars","Joshua Antonio Wahyu Prayogo","Good app",2019-09-10
932,"Rated 5 stars out of five stars","Amallah mujahidah","The best",2019-09-14
933,"Rated 5 stars out of five stars","Andi Fitriyanto","Great app",2019-09-13
934,"Rated 5 stars out of five stars","jc Lie","Very helpful",2019-09-15
935,"Rated 5 stars out of five stars","Fitri Yuliana","Good service",2019-09-16
936,"Rated 5 stars out of five stars","Nossyn De Rosari","Verry helpfull",2019-09-24
937,"Rated 5 stars out of five stars","Northern Downpour","Good service",2019-09-25
938,"Rated 5 stars out of five stars","Raissa Dea","Great app",2019-10-02
939,"Rated 5 stars out of five stars","ifitrianty","Good app",2019-10-04
940,"Rated 5 stars out of five stars","Nandhita Garini","Great app",2019-10-10
941,"Rated 5 stars out of five stars","willib wong","brilliant apps",2019-10-19
942,"Rated 5 stars out of five stars","Dery Ardinata","Nice app",2019-10-25
943,"Rated 5 stars out of five stars","Devi Andriyani","Good application",2019-10-29
944,"Rated 5 stars out of five stars","Sri Wayuningsih","good",2019-07-01
945,"Rated 5 stars out of five stars","Francisca Cahaya","recommended",2019-07-04
946,"Rated 5 stars out of five stars","Pinky Erina","good",2019-07-17
947,"Rated 5 stars out of five stars","Dwi Rahayu","satisfied",2019-07-28
948,"Rated 5 stars out of five stars","Maeeo Maeeo","goooood",2019-08-05
949,"Rated 5 stars out of five stars","Irene Ferita","good",2019-08-09
950,"Rated 5 stars out of five stars","Juliana Lukmin","good",2019-08-27
951,"Rated 5 stars out of five stars","ayu lestari","Good",2019-08-21
952,"Rated 5 stars out of five stars","Ade tri yuliana","good",2019-08-17
953,"Rated 5 stars out of five stars","Loly Poppy","nice",2019-08-19
954,"Rated 4 stars out of five stars","CJ Aisizy Kienesha","nice",2019-08-20
955,"Rated 5 stars out of five stars","Ren Angraeni","Great",2019-08-23
956,"Rated 5 stars out of five stars","Lily Herawati","awesome",2019-08-28
957,"Rated 5 stars out of five stars","Suci Fajar Ayu","Recommended",2019-08-29
958,"Rated 5 stars out of five stars","Anggi Jonathan","Easy",2019-08-30
959,"Rated 5 stars out of five stars","GRACE RUNTURAMBI","Great",2019-09-03
960,"Rated 5 stars out of five stars","NORADWIVANY AINI","Love it",2019-09-07
961,"Rated 5 stars out of five stars","Erva Jambe Strit","good",2019-09-09
962,"Rated 5 stars out of five stars","Olivia Susilo","Awesome",2019-09-08
963,"Rated 5 stars out of five stars","Lina Prihati","Love it",2019-09-14
964,"Rated 5 stars out of five stars","Trisya rahmawati","Excellent",2019-09-18
965,"Rated 4 stars out of five stars","Melinda Oktavia","Happy",2019-09-21
966,"Rated 5 stars out of five stars","Dian P Wulandari","Great",2019-09-25
967,"Rated 5 stars out of five stars","Julistianti Pamela","Good",2019-09-27
968,"Rated 5 stars out of five stars","yuhuu yehet","Great",2019-09-29
969,"Rated 5 stars out of five stars","Nurhalimah Syafii","best",2019-10-01
970,"Rated 5 stars out of five stars","raras triani","Great",2019-10-01
971,"Rated 4 stars out of five stars","Fitri Hasdianti","Good",2019-10-08
972,"Rated 5 stars out of five stars","Yessy Fitriani","Good",2019-10-12
973,"Rated 5 stars out of five stars","dian Mala","Good",2019-10-15
974,"Rated 5 stars out of five stars","Dian Wahyu Utami","Great",2019-10-28
975,"Rated 5 stars out of five stars","Citra Karina Puspita Loka","Good",2019-11-01
976,"Rated 5 stars out of five stars","DEBBY HANDAYANI","seneng bgt belanja di sayurbox. terutama buat wanita karir yg ga punya waktu buat belanja ke pasar. terbantu bgt deh pokoknya , udah gitu sering ada promo",2019-06-24
977,"Rated 2 stars out of five stars","Arvi Rashif","kecewa saya... harganya jauh di atas pasar indonesia. ini cita2nya mulia untuk memutus jalur penengah antara petani dan konsumen. tapi harga produknya jauh di atas pasar deket rumah saya",2019-06-17
978,"Rated 5 stars out of five stars","firdha intan","thanks sayur box sudah sangat membantu sekali untuk mamak yang belum punya waktu belanja ke pasar",2019-06-20
979,"Rated 5 stars out of five stars","Yoanita Wiharjo","seneng banget bs pilih opsi ga pakai plastik, plus dapet free goodies & pengiriman on time ^^",2019-06-20
980,"Rated 5 stars out of five stars","Annie yustine","ok banget.. suka ada promo.. gratis ongkir dengan minimal pembelian.. mainkan jari dr hp buah datang.. 👍👍",2019-06-26
981,"Rated 5 stars out of five stars","Ruth Sri Andryani Rumahorbo","pengiriman sesuai jadwal yg saya pilih dan kualitas sayur dan buahnya bagus.",2019-07-14
982,"Rated 5 stars out of five stars","Yulitania Nurfazri","Respon sgt baik dan cepat, selalu merasa happy stiap terima pesanan dr sayurbox..",2019-06-27
983,"Rated 4 stars out of five stars","Sri Sulastri","mantap, jd mudah mau belanja sayuran dan buah yg berkualitas",2019-07-08
984,"Rated 5 stars out of five stars","julie meliala","thanks sangat membantu saya utk memenuhi kebutuhan nutrisi dan gizi",2019-06-11
985,"Rated 4 stars out of five stars","Georgina Mieke","kalo ada diskon or refund dari pembelian sebelumnya kadang tdk muncul",2019-06-23
986,"Rated 4 stars out of five stars","defri l","Kok area bogor tempat saya ga ada pilihan kecamatannya ya?",2019-06-01
987,"Rated 5 stars out of five stars","Merry Wangsa","memuaskan udah ga tau pemesanan yg keberapa. sukses selalu",2019-06-20
988,"Rated 5 stars out of five stars","Dinda Amalia Rahmadhani","Saat pasar masih tutup usai lebaran. Sayurbox penolong sejati. Suwuun",2019-06-13
989,"Rated 5 stars out of five stars","priscilla setyawati","harga terjangkau.. pengiriman bisa diatur.. packing rapi.. produknya bagus",2019-06-17
990,"Rated 5 stars out of five stars","Kris Sundaputra","Kemasan produk rapih, kualitas barang ok (kesegaran terjaga), delivery on time, overall satisfaction",2019-06-13
991,"Rated 5 stars out of five stars","Rizka Rahmita","Fruits nya tambahkan lagi dong.. Seperti apel anggur dll",2019-09-02
992,"Rated 5 stars out of five stars","Widi Kamagi","memudahkan bgt utk belanja sayur2 kualitas bagus",2019-07-18
993,"Rated 5 stars out of five stars","Mariamu Frilianty Siahaan","bener2 app yg bs diandalkan. loveeee bgttssss",2019-06-14
994,"Rated 5 stars out of five stars","Sella Geo","sangat membantu sekali dan sayurnya segar2",2019-06-17
995,"Rated 5 stars out of five stars","A Google user","buah berkualitas pengiriman tepat waktu",2019-06-15
996,"Rated 5 stars out of five stars","Irawati Irawati","cepat sampai dan buah segar",2019-06-16
997,"Rated 5 stars out of five stars","Ina Mariza","aplikasi gampang digunakan. dan menarik",2019-06-16
998,"Rated 5 stars out of five stars","Riri Dwi Darmani","langganan belanja sayur buah disini 👍",2019-06-18
999,"Rated 5 stars out of five stars","Myrna Lyza","puas dengan layanan dan barang2nya",2019-07-02
1000,"Rated 5 stars out of five stars","desriza gustina","belanja mudah, kualitas terjamin, cs responsive",2019-06-24
1001,"Rated 5 stars out of five stars","rima nawangsari","sangat membantu dan informatif.....",2019-06-16
1002,"Rated 5 stars out of five stars","Alice Marcell","effortless belanja sayur jaman now",2019-06-21
1003,"Rated 5 stars out of five stars","ayu suryadarmasakti","fresh dan terjangkau..pengiriman sesuai jadwal..",2019-07-08
1004,"Rated 5 stars out of five stars","Yulia Sahupala","super efficient!",2019-06-24
1005,"Rated 4 stars out of five stars","roy optic","okelah",2019-06-01
1006,"Rated 5 stars out of five stars","kristina satyagraha","ok",2019-06-21
1007,"Rated 5 stars out of five stars","nur fatimah","ok",2019-07-07
1008,"Rated 5 stars out of five stars","Mariana Zhou","good app",2019-06-23
1009,"Rated 5 stars out of five stars","Henny Nirmala","fresh groceries",2019-06-28
1010,"Rated 5 stars out of five stars","Natasya Humaira","good delivery",2019-07-02
1011,"Rated 5 stars out of five stars","gadisha putrilla","user friendly",2019-07-11
1012,"Rated 5 stars out of five stars","Reinaldy Kambey","great",2019-06-14
1013,"Rated 5 stars out of five stars","yulian falufi","fresh",2019-06-14
1014,"Rated 5 stars out of five stars","Mira Hartati","good",2019-06-20
1015,"Rated 5 stars out of five stars","Ika Widya Ningrum","great",2019-07-24
1016,"Rated 1 stars out of five stars","Tatu Hutami","Buruk sekali dari segi layanan. Paket saya hilang ga ada di gudang. Lalu minta kontak kurir supaya lebih gampang untuk mengambil barangnya, ditunggu sampai satu jam tidak ada juga.",2019-05-31
1017,"Rated 5 stars out of five stars","Audya Ayu","Belum pernah kecewa sama kualitas yg dikirimkan pada saya. Saya ga tahu ya jika customer lain ada yg kecewa sama kualitasnya. Yang pasti semua pesanan saya bagus terus sejauh ini. Nanti kalau kualitasnya jelek akan saya rubah lagi jumlah bintangnya. Terima kasih Sayurbox.",2019-08-30
1018,"Rated 5 stars out of five stars","Ibuku Menggendong","Sayuran yang datang benar-benar segar dan dalam kondisi bagus banget. Packaging apik & minim plastik jadi lebih ramah lingkungan. Pengantaran pun sesuai jadwal dan tepat waktu.",2019-05-16
1019,"Rated 5 stars out of five stars","Arthur Ketaren","Buah dan sayur nya segar2, terus pengirimannya cepat! Aplikasinya juga bagus 👍",2019-05-28
1020,"Rated 1 stars out of five stars","chandra sanjaya","harga over. cuma bagus di poto aja. hasil nya biasa aja. komen di ig di delete. admin nya gak bisa nerima.kritik",2019-05-18
1021,"Rated 5 stars out of five stars","Fathir Al Khalifi","menyenangkan belanja di sayur box sayur dan buahnya segar, apalagi klo pas flash sale seneng bgt harga murmer",2019-05-20
1022,"Rated 5 stars out of five stars","christy tity","pengiriman tepat waktu buah sayur selalu segar dapat bonus2 menarik dan tak terduga terima kasih sayur box",2019-05-12
1023,"Rated 5 stars out of five stars","Laura Jane Ajawaila","selalu puas belanja di sayurbox! pelayanannya memuaskan, mulai dr jenis buah dan sayurnya selalu segar..😍😍😍",2019-05-08
1024,"Rated 4 stars out of five stars","chandra laras","ok si tapi lebih bagus kalo bs order sekarang besok sampe",2019-05-15
1025,"Rated 5 stars out of five stars","Alita Pranoto","belanja buah lebih gampang.. terima kasih sayurbox",2019-05-28
1026,"Rated 5 stars out of five stars","atiek susilowati","seneng belanja di sayur box. produknya bagus2. semoga daerah jelajahannya tambah luas.",2019-05-24
1027,"Rated 5 stars out of five stars","Barent Ronevica","pengiriman cepat banget... bahannya segeeerr semua... kereeenn.. pasti pesen terus di sayurbox.. thx sayurbox",2019-05-26
1028,"Rated 1 stars out of five stars","angga prasetyo","berbulan2 loading aplikasi terlalu lama meskipun kecepatan internet >7mbps",2019-05-19
